pH,moisture,humidity,temperature,crop
5.39,0.52,0.75,0.23,potato
4.98,0.58,0.67,0.28,potato
5.18,0.55,0.78,0.26,potato
5.87,0.52,0.69,0.24,potato
5.81,0.55,0.71,0.2,potato
4.95,0.55,0.76,0.25,potato
5.34,0.57,0.67,0.22,potato
4.59,0.51,0.75,0.25,potato
5.83,0.56,0.64,0.26,potato
4.66,0.53,0.7,0.22,potato
5.35,0.53,0.6,0.29,potato
5.96,0.53,0.72,0.26,potato
5.07,0.53,0.79,0.21,potato
4.95,0.6,0.65,0.26,potato
4.97,0.56,0.74,0.21,potato
5.47,0.55,0.64,0.26,potato
5.15,0.52,0.66,0.24,potato
5.8,0.54,0.61,0.24,potato
5.59,0.55,0.7,0.23,potato
5.31,0.51,0.66,0.29,potato
5.57,0.59,0.72,0.2,potato
5.47,0.52,0.6,0.28,potato
5.63,0.57,0.73,0.25,potato
5.56,0.58,0.71,0.29,potato
5.6,0.58,0.73,0.26,potato
4.77,0.58,0.69,0.25,potato
5.47,0.53,0.76,0.29,potato
4.69,0.56,0.71,0.22,potato
5.15,0.59,0.73,0.24,potato
4.94,0.57,0.66,0.25,potato
4.93,0.55,0.71,0.24,potato
5.78,0.55,0.72,0.27,potato
4.59,0.6,0.77,0.22,potato
5.14,0.52,0.61,0.28,potato
5.45,0.51,0.6,0.25,potato
5.97,0.58,0.7,0.23,potato
5.57,0.51,0.69,0.2,potato
4.73,0.53,0.73,0.22,potato
4.87,0.59,0.7,0.25,potato
4.52,0.58,0.75,0.28,potato
5.0,0.55,0.69,0.24,potato
5.73,0.57,0.69,0.22,potato
5.72,0.59,0.68,0.26,potato
5.11,0.59,0.78,0.2,potato
5.16,0.6,0.74,0.21,potato
4.87,0.52,0.76,0.24,potato
4.93,0.54,0.68,0.26,potato
4.88,0.58,0.75,0.28,potato
4.91,0.55,0.66,0.29,potato
5.63,0.51,0.76,0.26,potato
5.22,0.53,0.64,0.28,potato
4.76,0.58,0.72,0.22,potato
5.18,0.52,0.7,0.3,potato
5.41,0.51,0.64,0.25,potato
5.45,0.55,0.7,0.29,potato
5.89,0.5,0.76,0.25,potato
5.99,0.53,0.73,0.22,potato
5.86,0.57,0.72,0.22,potato
5.26,0.52,0.79,0.23,potato
5.0,0.57,0.66,0.27,potato
5.98,0.57,0.75,0.29,potato
4.81,0.52,0.75,0.25,potato
5.41,0.5,0.79,0.24,potato
5.31,0.52,0.78,0.22,potato
5.83,0.53,0.71,0.22,potato
4.51,0.57,0.69,0.26,potato
5.68,0.53,0.64,0.23,potato
4.75,0.57,0.63,0.21,potato
5.02,0.59,0.6,0.2,potato
4.56,0.54,0.7,0.24,potato
5.91,0.58,0.77,0.25,potato
4.97,0.5,0.7,0.24,potato
4.75,0.55,0.64,0.26,potato
4.9,0.51,0.62,0.23,potato
5.65,0.54,0.74,0.27,potato
5.12,0.52,0.68,0.26,potato
4.69,0.51,0.77,0.21,potato
5.48,0.55,0.74,0.25,potato
5.06,0.56,0.74,0.25,potato
5.87,0.5,0.65,0.22,potato
4.96,0.55,0.74,0.23,potato
5.28,0.56,0.64,0.29,potato
5.13,0.53,0.64,0.23,potato
4.81,0.57,0.75,0.27,potato
4.82,0.51,0.62,0.29,potato
4.93,0.55,0.7,0.28,potato
5.81,0.58,0.75,0.25,potato
4.66,0.6,0.75,0.24,potato
5.74,0.59,0.61,0.26,potato
5.41,0.5,0.77,0.27,potato
5.15,0.55,0.64,0.28,potato
5.66,0.52,0.65,0.25,potato
4.6,0.52,0.62,0.23,potato
4.51,0.6,0.75,0.24,potato
4.84,0.51,0.62,0.27,potato
4.58,0.53,0.71,0.29,potato
5.07,0.59,0.66,0.26,potato
5.84,0.54,0.61,0.24,potato
4.78,0.57,0.76,0.21,potato
5.59,0.52,0.7,0.26,potato
5.7,0.55,0.69,0.27,potato
5.76,0.59,0.78,0.27,potato
5.97,0.58,0.66,0.29,potato
5.7,0.54,0.66,0.28,potato
5.14,0.53,0.77,0.29,potato
4.77,0.53,0.61,0.28,potato
5.03,0.58,0.65,0.28,potato
5.16,0.57,0.8,0.26,potato
5.99,0.56,0.7,0.24,potato
5.31,0.51,0.74,0.22,potato
5.14,0.6,0.73,0.3,potato
5.89,0.5,0.63,0.24,potato
5.35,0.59,0.75,0.29,potato
4.77,0.59,0.7,0.27,potato
7.07,0.45,0.9,0.22,tomato
7.39,0.46,0.83,0.21,tomato
7.14,0.34,0.83,0.25,tomato
5.89,0.36,0.85,0.21,tomato
5.66,0.35,0.82,0.28,tomato
6.39,0.39,0.86,0.25,tomato
6.78,0.44,0.84,0.29,tomato
6.83,0.34,0.84,0.27,tomato
7.39,0.37,0.86,0.25,tomato
5.7,0.37,0.86,0.23,tomato
7.25,0.34,0.88,0.25,tomato
5.68,0.31,0.86,0.22,tomato
5.79,0.46,0.8,0.21,tomato
5.56,0.4,0.85,0.22,tomato
7.16,0.33,0.89,0.28,tomato
6.87,0.37,0.86,0.2,tomato
7.19,0.38,0.84,0.28,tomato
7.36,0.42,0.82,0.2,tomato
7.33,0.33,0.86,0.23,tomato
6.21,0.39,0.87,0.27,tomato
6.52,0.41,0.85,0.27,tomato
7.16,0.38,0.83,0.23,tomato
6.51,0.45,0.84,0.29,tomato
6.22,0.32,0.8,0.29,tomato
7.27,0.32,0.86,0.25,tomato
6.1,0.35,0.8,0.28,tomato
6.45,0.39,0.87,0.2,tomato
6.8,0.43,0.86,0.26,tomato
7.39,0.45,0.87,0.21,tomato
6.16,0.37,0.83,0.22,tomato
6.31,0.45,0.84,0.25,tomato
6.19,0.3,0.89,0.28,tomato
7.3,0.33,0.89,0.26,tomato
6.36,0.44,0.89,0.22,tomato
7.18,0.36,0.86,0.24,tomato
5.92,0.47,0.8,0.21,tomato
5.8,0.46,0.9,0.2,tomato
5.8,0.47,0.81,0.24,tomato
5.94,0.43,0.85,0.26,tomato
6.4,0.48,0.84,0.29,tomato
7.48,0.31,0.84,0.21,tomato
6.8,0.49,0.86,0.22,tomato
6.61,0.43,0.85,0.26,tomato
6.14,0.32,0.88,0.2,tomato
7.4,0.34,0.84,0.24,tomato
6.86,0.47,0.82,0.3,tomato
7.21,0.34,0.8,0.21,tomato
6.74,0.44,0.83,0.26,tomato
5.67,0.36,0.83,0.25,tomato
6.32,0.43,0.88,0.29,tomato
6.22,0.33,0.84,0.21,tomato
7.48,0.46,0.83,0.3,tomato
7.33,0.41,0.88,0.21,tomato
6.77,0.44,0.89,0.2,tomato
6.76,0.44,0.85,0.24,tomato
5.78,0.4,0.81,0.23,tomato
7.01,0.41,0.84,0.28,tomato
6.36,0.34,0.89,0.27,tomato
5.77,0.41,0.84,0.2,tomato
5.68,0.35,0.83,0.29,tomato
6.74,0.32,0.9,0.23,tomato
6.4,0.34,0.87,0.26,tomato
5.86,0.46,0.89,0.27,tomato
5.77,0.38,0.82,0.24,tomato
7.16,0.36,0.87,0.25,tomato
6.87,0.4,0.83,0.21,tomato
6.54,0.46,0.84,0.29,tomato
7.37,0.37,0.83,0.24,tomato
7.29,0.49,0.87,0.2,tomato
7.4,0.31,0.88,0.28,tomato
6.16,0.37,0.85,0.24,tomato
6.18,0.35,0.87,0.3,tomato
7.43,0.34,0.88,0.25,tomato
6.87,0.48,0.82,0.26,tomato
7.2,0.31,0.8,0.27,tomato
6.81,0.41,0.84,0.24,tomato
5.62,0.45,0.9,0.22,tomato
7.29,0.46,0.89,0.22,tomato
6.36,0.44,0.87,0.25,tomato
7.28,0.32,0.82,0.2,tomato
5.65,0.4,0.82,0.25,tomato
6.12,0.4,0.9,0.25,tomato
7.36,0.49,0.89,0.28,tomato
6.81,0.34,0.87,0.28,tomato
6.59,0.44,0.88,0.24,tomato
5.57,0.45,0.87,0.21,tomato
7.34,0.38,0.84,0.22,tomato
6.5,0.38,0.88,0.27,tomato
7.32,0.4,0.83,0.24,tomato
5.52,0.35,0.8,0.23,tomato
6.01,0.35,0.88,0.22,tomato
6.0,0.49,0.89,0.21,tomato
5.8,0.31,0.81,0.3,tomato
6.12,0.4,0.81,0.24,tomato
6.95,0.42,0.88,0.29,tomato
5.53,0.41,0.8,0.27,tomato
7.09,0.35,0.82,0.27,tomato
5.79,0.34,0.83,0.21,tomato
6.45,0.48,0.86,0.21,tomato
6.52,0.38,0.82,0.24,tomato
7.14,0.46,0.82,0.25,tomato
7.15,0.42,0.84,0.29,tomato
5.81,0.47,0.81,0.24,tomato
6.05,0.48,0.88,0.22,tomato
6.64,0.49,0.81,0.22,tomato
7.4,0.43,0.88,0.2,tomato
6.93,0.5,0.83,0.28,tomato
7.13,0.35,0.85,0.27,tomato
6.11,0.48,0.81,0.26,tomato
5.9,0.4,0.83,0.26,tomato
7.09,0.48,0.86,0.23,tomato
6.97,0.4,0.83,0.24,tomato
6.54,0.4,0.87,0.25,tomato
6.72,0.35,0.85,0.29,tomato
5.57,0.47,0.86,0.25,tomato
6.34,0.36,0.82,0.3,tomato
6.05,0.5,0.83,0.2,tomato
5.94,0.45,0.87,0.29,tomato
6.31,0.49,0.89,0.23,tomato
6.6,0.4,0.82,0.21,tomato
6.79,0.35,0.85,0.28,tomato
5.86,0.45,0.9,0.22,tomato
6.82,0.45,0.89,0.25,tomato
5.97,0.4,0.83,0.29,tomato
7.39,0.42,0.86,0.24,tomato
7.26,0.4,0.9,0.2,tomato
5.9,0.36,0.84,0.24,tomato
5.69,0.42,0.84,0.27,tomato
6.32,0.37,0.84,0.27,tomato
7.43,0.43,0.89,0.26,tomato
6.66,0.46,0.89,0.28,tomato
7.25,0.42,0.89,0.21,tomato
6.23,0.35,0.82,0.2,tomato
6.36,0.5,0.81,0.23,tomato
5.83,0.5,0.85,0.21,tomato
6.83,0.5,0.82,0.29,tomato
7.2,0.46,0.81,0.24,tomato
6.09,0.34,0.88,0.24,tomato
6.1,0.38,0.88,0.2,tomato
6.69,0.38,0.89,0.3,tomato
6.5,0.36,0.89,0.28,tomato
5.91,0.43,0.88,0.23,tomato
6.48,0.48,0.85,0.29,tomato
6.07,0.41,0.84,0.24,tomato
7.37,0.49,0.9,0.28,tomato
6.41,0.34,0.89,0.27,tomato
7.22,0.46,0.84,0.27,tomato
7.43,0.33,0.84,0.25,tomato
6.24,0.32,0.86,0.22,tomato
5.69,0.31,0.85,0.22,tomato
6.26,0.36,0.88,0.29,tomato
5.56,0.35,0.81,0.29,tomato
7.44,0.42,0.85,0.24,tomato
7.23,0.4,0.89,0.28,tomato
6.8,0.4,0.87,0.2,tomato
6.36,0.4,0.81,0.21,tomato
5.64,0.42,0.84,0.28,tomato
5.8,0.37,0.87,0.26,tomato
6.29,0.45,0.85,0.27,tomato
6.7,0.44,0.84,0.26,tomato
7.39,0.47,0.83,0.27,tomato
5.69,0.39,0.84,0.21,tomato
5.95,0.43,0.8,0.3,tomato
6.68,0.31,0.89,0.29,tomato
7.41,0.44,0.83,0.25,tomato
6.85,0.4,0.82,0.28,tomato
7.27,0.45,0.89,0.22,tomato
6.18,0.42,0.8,0.25,tomato
5.9,0.35,0.82,0.23,tomato
6.05,0.48,0.82,0.28,tomato
6.94,0.35,0.84,0.24,tomato
5.79,0.46,0.85,0.27,tomato
7.13,0.48,0.83,0.28,tomato
7.36,0.33,0.89,0.21,tomato
5.91,0.38,0.88,0.28,tomato
6.66,0.47,0.85,0.22,tomato
5.92,0.35,0.82,0.27,tomato
6.27,0.46,0.85,0.21,tomato
6.74,0.45,0.84,0.21,tomato
6.06,0.49,0.89,0.24,tomato
6.21,0.46,0.84,0.25,tomato
6.5,0.45,0.87,0.28,tomato
6.84,0.36,0.84,0.29,tomato
6.57,0.36,0.82,0.28,tomato
6.21,0.44,0.81,0.22,tomato
7.33,0.43,0.86,0.29,tomato
6.99,0.41,0.89,0.22,tomato
5.68,0.33,0.8,0.26,tomato
6.19,0.38,0.81,0.27,tomato
6.9,0.36,0.81,0.29,tomato
6.17,0.42,0.8,0.29,tomato
6.48,0.39,0.85,0.3,tomato
6.83,0.43,0.89,0.29,tomato
6.86,0.49,0.82,0.21,tomato
6.22,0.49,0.9,0.25,tomato
5.8,0.4,0.88,0.21,tomato
7.21,0.35,0.9,0.22,tomato
6.54,0.49,0.85,0.25,tomato
6.12,0.43,0.83,0.26,tomato
7.01,0.5,0.85,0.23,tomato
7.06,0.45,0.85,0.23,tomato
6.58,0.41,0.86,0.25,tomato
6.47,0.42,0.85,0.28,tomato
5.6,0.37,0.81,0.29,tomato
6.92,0.31,0.84,0.22,tomato
6.21,0.47,0.9,0.24,tomato
7.49,0.36,0.83,0.27,tomato
6.82,0.49,0.87,0.22,tomato
6.87,0.46,0.81,0.28,tomato
5.72,0.42,0.81,0.29,tomato
6.58,0.4,0.88,0.24,tomato
5.87,0.3,0.9,0.27,tomato
5.92,0.45,0.81,0.21,tomato
5.52,0.36,0.83,0.2,tomato
7.05,0.5,0.81,0.24,tomato
5.51,0.35,0.84,0.21,tomato
7.39,0.35,0.83,0.21,tomato
5.75,0.31,0.87,0.25,tomato
5.56,0.47,0.85,0.26,tomato
5.58,0.34,0.83,0.24,tomato
5.85,0.49,0.87,0.23,tomato
6.14,0.41,0.83,0.25,tomato
7.46,0.36,0.88,0.26,tomato
6.96,0.38,0.85,0.28,tomato
6.16,0.32,0.88,0.23,tomato
6.39,0.39,0.8,0.28,tomato
6.08,0.48,0.9,0.3,tomato
5.66,0.42,0.89,0.27,tomato
6.31,0.39,0.82,0.25,tomato
6.04,0.43,0.81,0.22,tomato
6.74,0.36,0.83,0.26,tomato
7.11,0.47,0.84,0.24,tomato
6.36,0.31,0.84,0.21,tomato
7.18,0.49,0.8,0.22,tomato
7.13,0.41,0.9,0.23,tomato
5.56,0.31,0.82,0.3,tomato
6.68,0.36,0.84,0.25,tomato
6.7,0.34,0.84,0.21,tomato
5.68,0.34,0.81,0.24,tomato
7.39,0.48,0.82,0.25,tomato
5.86,0.31,0.82,0.25,tomato
5.52,0.39,0.86,0.29,tomato
6.67,0.31,0.87,0.21,tomato
7.39,0.31,0.89,0.22,tomato
5.7,0.44,0.9,0.23,tomato
7.15,0.37,0.86,0.28,tomato
5.8,0.38,0.86,0.25,tomato
7.48,0.48,0.83,0.25,tomato
5.95,0.43,0.88,0.29,tomato
7.39,0.3,0.85,0.29,tomato
6.27,0.5,0.84,0.23,tomato
5.97,0.46,0.88,0.28,tomato
6.65,0.32,0.86,0.24,tomato
5.78,0.38,0.88,0.24,tomato
5.55,0.39,0.89,0.21,tomato
6.16,0.39,0.85,0.23,tomato
6.01,0.32,0.85,0.25,tomato
5.69,0.48,0.82,0.24,tomato
6.85,0.42,0.86,0.24,tomato
5.52,0.32,0.86,0.24,tomato
6.43,0.47,0.81,0.21,tomato
5.82,0.46,0.87,0.21,tomato
6.47,0.44,0.85,0.26,tomato
6.5,0.38,0.88,0.26,tomato
7.26,0.33,0.87,0.23,tomato
5.79,0.35,0.82,0.21,tomato
5.84,0.38,0.88,0.2,tomato
7.13,0.43,0.87,0.29,tomato
5.86,0.34,0.83,0.23,tomato
6.79,0.42,0.88,0.21,tomato
6.14,0.36,0.86,0.23,tomato
7.16,0.4,0.87,0.21,tomato
5.74,0.39,0.88,0.21,tomato
6.89,0.34,0.81,0.24,tomato
6.36,0.45,0.86,0.28,tomato
6.41,0.48,0.83,0.23,tomato
5.63,0.42,0.87,0.24,tomato
6.22,0.37,0.83,0.24,tomato
6.72,0.48,0.81,0.28,tomato
7.37,0.48,0.89,0.25,tomato
7.17,0.35,0.89,0.28,tomato
5.52,0.38,0.82,0.21,tomato
7.02,0.33,0.87,0.26,tomato
7.31,0.33,0.83,0.21,tomato
7.13,0.44,0.83,0.26,tomato
5.53,0.36,0.83,0.3,tomato
6.24,0.36,0.83,0.24,tomato
6.38,0.45,0.86,0.21,tomato
7.26,0.35,0.87,0.24,tomato
7.09,0.5,0.86,0.25,tomato
7.22,0.42,0.89,0.27,tomato
6.53,0.38,0.87,0.23,tomato
7.38,0.32,0.86,0.23,tomato
7.41,0.33,0.85,0.22,tomato
5.84,0.44,0.84,0.21,tomato
6.63,0.42,0.85,0.3,tomato
6.79,0.44,0.82,0.22,tomato
6.46,0.45,0.81,0.22,tomato
6.65,0.44,0.86,0.2,tomato
6.04,0.47,0.85,0.25,tomato
5.56,0.32,0.83,0.24,tomato
6.39,0.39,0.9,0.29,tomato
5.93,0.36,0.81,0.24,tomato
5.93,0.31,0.83,0.29,tomato
5.83,0.41,0.84,0.25,tomato
7.39,0.47,0.86,0.27,tomato
5.62,0.31,0.9,0.28,tomato
7.14,0.5,0.83,0.25,tomato
6.9,0.32,0.88,0.22,tomato
7.15,0.33,0.9,0.26,tomato
7.41,0.31,0.9,0.29,tomato
7.17,0.45,0.86,0.28,tomato
7.38,0.33,0.86,0.23,tomato
5.9,0.44,0.87,0.27,tomato
5.53,0.45,0.8,0.22,tomato
5.5,0.45,0.86,0.22,tomato
7.1,0.5,0.81,0.26,tomato
7.09,0.36,0.82,0.26,tomato
6.99,0.42,0.87,0.2,tomato
5.6,0.43,0.82,0.2,tomato
7.11,0.41,0.81,0.24,tomato
7.26,0.42,0.81,0.24,tomato
7.25,0.33,0.82,0.22,tomato
7.27,0.32,0.85,0.23,tomato
6.14,0.35,0.89,0.23,tomato
6.12,0.47,0.87,0.26,tomato
6.82,0.48,0.81,0.21,tomato
7.39,0.45,0.86,0.27,tomato
6.74,0.36,0.81,0.26,tomato
6.73,0.4,0.88,0.24,tomato
5.58,0.47,0.84,0.22,tomato
6.67,0.39,0.9,0.23,tomato
6.85,0.42,0.89,0.21,tomato
6.3,0.48,0.87,0.26,tomato
7.17,0.45,0.81,0.27,tomato
6.03,0.48,0.82,0.28,tomato
6.69,0.44,0.89,0.26,tomato
7.46,0.44,0.81,0.3,tomato
6.37,0.38,0.88,0.27,tomato
6.01,0.42,0.81,0.21,tomato
5.84,0.46,0.81,0.29,tomato
7.16,0.42,0.84,0.27,tomato
5.84,0.41,0.86,0.23,tomato
5.67,0.37,0.88,0.26,tomato
7.23,0.41,0.8,0.22,tomato
6.23,0.38,0.86,0.26,tomato
7.36,0.36,0.82,0.26,tomato
5.71,0.43,0.87,0.3,tomato
7.32,0.48,0.83,0.28,tomato
6.41,0.41,0.85,0.25,tomato
6.76,0.48,0.87,0.21,tomato
6.67,0.36,0.82,0.29,tomato
6.72,0.5,0.87,0.22,tomato
6.28,0.4,0.81,0.28,tomato
6.53,0.3,0.82,0.28,tomato
6.17,0.43,0.88,0.24,tomato
6.27,0.42,0.88,0.23,tomato
6.48,0.49,0.82,0.21,tomato
7.04,0.5,0.89,0.23,tomato
6.62,0.35,0.84,0.21,tomato
6.33,0.46,0.86,0.23,tomato
7.11,0.5,0.84,0.27,tomato
6.06,0.45,0.9,0.28,tomato
6.89,0.34,0.87,0.21,tomato
6.44,0.39,0.84,0.26,tomato
6.34,0.42,0.86,0.22,tomato
5.66,0.32,0.89,0.2,tomato
6.96,0.3,0.9,0.29,tomato
5.97,0.35,0.81,0.2,tomato
6.64,0.4,0.83,0.22,tomato
6.54,0.45,0.82,0.27,tomato
5.64,0.49,0.82,0.26,tomato
5.63,0.42,0.86,0.28,tomato
7.28,0.41,0.8,0.23,tomato
5.66,0.4,0.89,0.2,tomato
6.98,0.4,0.86,0.2,tomato
7.23,0.41,0.81,0.29,tomato
5.59,0.45,0.83,0.21,tomato
5.61,0.44,0.85,0.22,tomato
5.97,0.38,0.89,0.28,tomato
6.21,0.34,0.83,0.3,tomato
6.05,0.48,0.83,0.25,tomato
7.29,0.46,0.89,0.28,tomato
7.36,0.37,0.87,0.26,tomato
6.58,0.4,0.84,0.23,tomato
6.13,0.42,0.84,0.24,tomato
7.29,0.33,0.8,0.27,tomato
6.58,0.44,0.82,0.29,tomato
5.68,0.42,0.82,0.29,tomato
6.46,0.4,0.89,0.3,tomato
6.14,0.36,0.9,0.29,tomato
7.32,0.39,0.8,0.24,tomato
6.66,0.48,0.86,0.24,tomato
6.79,0.48,0.8,0.27,tomato
7.05,0.31,0.88,0.29,tomato
6.75,0.34,0.89,0.22,tomato
7.13,0.39,0.86,0.29,tomato
6.18,0.33,0.89,0.22,tomato
5.7,0.44,0.85,0.21,tomato
6.87,0.37,0.87,0.29,tomato
7.33,0.48,0.87,0.27,tomato
6.64,0.47,0.89,0.21,tomato
6.49,0.33,0.86,0.25,tomato
5.6,0.43,0.82,0.28,tomato
7.3,0.38,0.81,0.2,tomato
5.95,0.36,0.85,0.29,tomato
6.98,0.47,0.82,0.23,tomato
6.18,0.3,0.84,0.24,tomato
6.13,0.39,0.81,0.29,tomato
5.88,0.48,0.89,0.21,tomato
6.18,0.39,0.81,0.25,tomato
6.17,0.45,0.81,0.27,tomato
5.58,0.45,0.87,0.26,tomato
7.27,0.34,0.81,0.21,tomato
6.64,0.43,0.81,0.24,tomato
6.47,0.37,0.85,0.25,tomato
7.18,0.43,0.9,0.21,tomato
5.54,0.44,0.83,0.28,tomato
6.17,0.49,0.8,0.2,tomato
6.29,0.36,0.81,0.27,tomato
5.79,0.34,0.89,0.24,tomato
6.43,0.41,0.83,0.3,tomato
7.37,0.48,0.82,0.28,tomato
6.88,0.46,0.83,0.28,tomato
7.08,0.32,0.84,0.26,tomato
7.31,0.4,0.85,0.21,tomato
6.83,0.33,0.88,0.28,tomato
5.89,0.4,0.83,0.28,tomato
5.96,0.32,0.83,0.2,tomato
6.5,0.39,0.85,0.22,tomato
7.0,0.31,0.87,0.23,tomato
6.86,0.36,0.87,0.28,tomato
7.44,0.36,0.89,0.26,tomato
6.09,0.4,0.82,0.3,tomato
7.3,0.45,0.88,0.3,tomato
5.95,0.38,0.89,0.23,tomato
6.58,0.3,0.85,0.28,tomato
6.0,0.31,0.84,0.2,tomato
7.38,0.45,0.86,0.27,tomato
6.38,0.46,0.9,0.21,tomato
6.31,0.4,0.85,0.28,tomato
5.59,0.43,0.89,0.23,tomato
6.59,0.38,0.81,0.25,tomato
6.08,0.46,0.83,0.27,tomato
5.66,0.47,0.85,0.26,tomato
6.51,0.33,0.84,0.22,tomato
5.57,0.32,0.81,0.27,tomato
6.52,0.36,0.84,0.21,tomato
6.65,0.36,0.83,0.22,tomato
5.78,0.36,0.82,0.21,tomato
6.58,0.4,0.85,0.24,tomato
6.25,0.45,0.84,0.21,tomato
7.4,0.41,0.82,0.29,tomato
6.13,0.5,0.88,0.29,tomato
6.84,0.49,0.85,0.26,tomato
6.18,0.43,0.85,0.22,tomato
5.79,0.5,0.84,0.27,tomato
7.04,0.44,0.81,0.21,tomato
6.0,0.38,0.88,0.23,tomato
6.25,0.49,0.84,0.23,tomato
5.56,0.45,0.8,0.3,tomato
6.24,0.44,0.85,0.26,tomato
6.96,0.36,0.89,0.27,tomato
6.53,0.42,0.89,0.26,tomato
5.52,0.31,0.82,0.24,tomato
5.61,0.38,0.85,0.25,tomato
5.99,0.33,0.88,0.29,tomato
5.93,0.37,0.84,0.27,tomato
5.77,0.36,0.86,0.24,tomato
5.79,0.38,0.9,0.27,tomato
6.37,0.49,0.89,0.25,tomato
6.43,0.4,0.81,0.24,tomato
6.19,0.49,0.83,0.29,tomato
6.55,0.36,0.86,0.27,tomato
7.12,0.47,0.84,0.25,tomato
7.44,0.37,0.83,0.28,tomato
6.57,0.32,0.85,0.22,tomato
7.01,0.47,0.88,0.2,tomato
6.18,0.45,0.89,0.22,tomato
5.95,0.41,0.84,0.27,tomato
6.85,0.36,0.86,0.28,tomato
6.96,0.38,0.89,0.28,tomato
6.91,0.47,0.81,0.21,tomato
6.67,0.4,0.86,0.27,tomato
6.01,0.31,0.83,0.26,tomato
5.71,0.42,0.83,0.23,tomato
6.56,0.31,0.81,0.24,tomato
6.85,0.45,0.88,0.2,tomato
7.09,0.3,0.87,0.3,tomato
6.38,0.32,0.83,0.28,tomato
6.4,0.36,0.8,0.29,tomato
7.4,0.38,0.88,0.25,tomato
6.49,0.31,0.89,0.21,tomato
6.74,0.35,0.83,0.22,tomato
6.09,0.4,0.86,0.29,tomato
6.52,0.33,0.89,0.25,tomato
7.29,0.38,0.87,0.27,tomato
6.72,0.32,0.84,0.27,tomato
6.65,0.31,0.87,0.28,tomato
6.72,0.39,0.85,0.24,tomato
6.57,0.4,0.71,0.18,Onion
6.22,0.28,0.69,0.14,Onion
6.5,0.38,0.77,0.2,Onion
6.2,0.31,0.63,0.17,Onion
6.45,0.29,0.65,0.16,Onion
6.06,0.3,0.63,0.18,Onion
6.68,0.39,0.67,0.11,Onion
6.24,0.31,0.76,0.13,Onion
6.17,0.27,0.74,0.17,Onion
6.28,0.27,0.74,0.16,Onion
6.58,0.27,0.69,0.14,Onion
6.48,0.31,0.74,0.18,Onion
6.57,0.34,0.64,0.19,Onion
6.86,0.39,0.72,0.18,Onion
6.44,0.39,0.69,0.12,Onion
6.86,0.29,0.66,0.12,Onion
6.67,0.33,0.65,0.14,Onion
6.62,0.39,0.76,0.11,Onion
6.7,0.33,0.76,0.19,Onion
6.99,0.3,0.78,0.15,Onion
6.24,0.27,0.77,0.12,Onion
6.85,0.4,0.8,0.11,Onion
6.13,0.29,0.62,0.2,Onion
6.02,0.32,0.68,0.11,Onion
6.84,0.25,0.62,0.1,Onion
6.95,0.34,0.74,0.14,Onion
6.34,0.25,0.69,0.11,Onion
6.42,0.36,0.76,0.19,Onion
6.62,0.26,0.71,0.15,Onion
6.7,0.34,0.61,0.16,Onion
6.19,0.39,0.76,0.2,Onion
6.68,0.26,0.66,0.16,Onion
6.57,0.39,0.68,0.12,Onion
6.96,0.28,0.68,0.13,Onion
6.78,0.36,0.61,0.12,Onion
6.07,0.28,0.79,0.12,Onion
6.5,0.34,0.77,0.13,Onion
6.7,0.37,0.79,0.14,Onion
6.2,0.37,0.73,0.12,Onion
6.13,0.28,0.8,0.15,Onion
6.75,0.36,0.76,0.16,Onion
6.35,0.37,0.65,0.16,Onion
6.19,0.33,0.77,0.15,Onion
6.98,0.38,0.76,0.17,Onion
6.03,0.37,0.65,0.14,Onion
6.81,0.31,0.7,0.19,Onion
6.45,0.38,0.79,0.16,Onion
6.29,0.35,0.63,0.18,Onion
6.59,0.32,0.74,0.17,Onion
6.06,0.32,0.76,0.16,Onion
6.59,0.27,0.72,0.1,Onion
6.96,0.34,0.73,0.1,Onion
6.01,0.31,0.67,0.11,Onion
6.58,0.29,0.7,0.11,Onion
6.14,0.29,0.62,0.17,Onion
6.39,0.4,0.72,0.1,Onion
6.66,0.27,0.71,0.14,Onion
6.61,0.33,0.73,0.16,Onion
6.13,0.27,0.75,0.13,Onion
6.45,0.36,0.71,0.14,Onion
6.96,0.26,0.77,0.1,Onion
6.89,0.3,0.63,0.17,Onion
6.73,0.38,0.73,0.13,Onion
6.84,0.28,0.63,0.12,Onion
6.96,0.34,0.78,0.18,Onion
6.59,0.33,0.7,0.14,Onion
6.29,0.27,0.79,0.12,Onion
6.84,0.36,0.64,0.12,Onion
6.91,0.35,0.72,0.18,Onion
6.0,0.34,0.69,0.18,Onion
6.91,0.34,0.78,0.13,Onion
6.78,0.32,0.63,0.2,Onion
6.16,0.4,0.76,0.13,Onion
6.3,0.27,0.64,0.15,Onion
6.24,0.34,0.78,0.15,Onion
6.51,0.4,0.72,0.13,Onion
6.91,0.34,0.76,0.18,Onion
6.18,0.26,0.62,0.13,Onion
6.81,0.3,0.67,0.17,Onion
6.18,0.26,0.67,0.2,Onion
6.78,0.26,0.63,0.16,Onion
6.49,0.37,0.68,0.12,Onion
6.61,0.32,0.78,0.16,Onion
6.38,0.31,0.63,0.2,Onion
6.3,0.39,0.78,0.12,Onion
6.45,0.25,0.76,0.16,Onion
6.67,0.3,0.75,0.14,Onion
6.84,0.39,0.61,0.14,Onion
6.08,0.3,0.61,0.16,Onion
6.29,0.29,0.76,0.16,Onion
